基站ID,省份代码,省,地市代码,地市,严重卡顿局数占比,总局数,日卡顿用户数,卡顿集中时段,数据报表日期
460_01_33233_223654944,81,四川,0826,广安,0.0,54,0,15,20180221
460_01_33234_88538982,81,四川,0826,广安,0.0,14,0,22,20180221
460_01_33237_124931872,81,四川,0826,广安,0.0,41,0,21,20180221
460_01_33247_223863583,81,四川,0825,遂宁,0.0,21,0,09,20180221
460_01_33039_118652193,81,四川,028,成都,0.2,5,1,15,20180221
460_01_33041_244427295,81,四川,028,成都,0.0,12,0,17,20180221
460_01_33045_117905439,81,四川,028,成都,0.0,27,0,16,20180221
460_01_33046_118188832,81,四川,028,成都,0.0,19,0,17,20180221
460_01_33147_121334065,81,四川,0818,达州,0.2941,34,5,23,20180221
460_01_33177_122378273,81,四川,0838,德阳,0.0,10,0,09,20180221
460_01_33187_122789921,81,四川,028,资阳,0.0,48,0,16,20180221
460_01_33191_223341599,81,四川,028,成都,0.0,10,0,15,20180221
460_01_33215_123957536,81,四川,0812,攀枝花,0.0,12,0,19,20180221
460_01_33227_223551520,81,四川,028,眉山,0.0455,22,1,21,20180221
460_01_33037_117966111,81,四川,028,成都,0.0,12,0,15,20180221
460_01_33068_118762783,81,四川,028,成都,0.0,13,0,22,20180221
460_01_33125_120767539,81,四川,0831,宜宾,0.0,22,0,19,20180221
460_01_33153_121540130,81,四川,0833,乐山,0.0,15,0,16,20180221
460_01_45757_89113889,81,四川,0825,遂宁,0.0,12,0,22,20180221
460_01_33088_119603999,81,四川,0817,南充,0.1875,16,1,18,20180221
460_01_33090_222761248,81,四川,0817,南充,0.0,6,0,15,20180221
460_01_33104_120128031,81,四川,0816,绵阳,0.0,5,0,15,20180221
460_01_33116_120448031,81,四川,0816,绵阳,0.0,7,0,16,20180221
460_01_33125_120738354,81,四川,0831,宜宾,0.0,6,0,15,20180221
460_01_33146_121489953,81,四川,0818,达州,0.0476,21,1,17,20180221
460_01_33037_118114336,81,四川,028,成都,0.0,24,0,16,20180221
460_01_33088_222734368,81,四川,0817,南充,0.0,28,0,15,20180221
460_01_33090_119850785,81,四川,0817,南充,0.0,18,0,14,20180221
460_01_33124_120730674,81,四川,0831,宜宾,0.0,54,0,20,20180221
460_01_33128_120734001,81,四川,0831,宜宾,0.0,38,0,19,20180221
460_01_33134_120974641,81,四川,0831,宜宾,0.125,8,1,22,20180221
460_01_33140_223206175,81,四川,0818,达州,0.0323,31,1,15,20180221
460_01_33141_121184051,81,四川,0818,达州,0.0408,98,3,00,20180221
460_01_33232_124523551,81,四川,028,眉山,0.0,9,0,21,20180221
460_01_33245_125221921,81,四川,0825,遂宁,0.0,26,0,15,20180221
460_01_33248_223850015,81,四川,0825,遂宁,0.0,13,0,16,20180221
460_01_33251_125621535,81,四川,0834,凉山彝族自治州,0.0,22,0,20,20180221
460_01_33252_125489698,81,四川,0834,凉山彝族自治州,0.0,11,0,22,20180221
460_01_33275_241191217,81,四川,0813,自贡,0.0,16,0,17,20180221
460_01_33088_222758688,81,四川,0817,南充,0.0,20,0,14,20180221
460_01_33169_246424370,81,四川,0830,泸州,0.0,29,0,11,20180221
460_01_33176_223261473,81,四川,0838,德阳,0.0,5,0,16,20180221
460_01_33191_122924575,81,四川,028,成都,0.0,27,0,09,20180221
460_01_33212_123841823,81,四川,0839,广元,0.1667,6,1,16,20180221
460_01_33237_124933664,81,四川,0826,广安,0.0,6,0,10,20180221
460_01_33242_125075233,81,四川,0835,雅安,0.0,16,0,21,20180221
460_01_33038_117984799,81,四川,028,成都,0.0,5,0,18,20180221
460_01_33124_120661555,81,四川,0831,宜宾,0.0,8,0,13,20180221
460_01_33130_120989490,81,四川,0831,宜宾,0.0,25,0,20,20180221
460_01_33208_123783456,81,四川,0839,广元,0.0,39,0,23,20180221
460_01_33212_123686431,81,四川,0839,广元,0.0,21,0,21,20180221
460_01_33222_124292895,81,四川,0827,巴中,0.0,9,0,06,20180221
460_01_33239_125163807,81,四川,0835,雅安,0.0,6,0,15,20180221
460_01_33245_223847712,81,四川,0825,遂宁,0.0,8,0,22,20180221
460_01_33250_125507871,81,四川,0834,凉山彝族自治州,0.0,12,0,16,20180221
460_01_33047_118135585,81,四川,028,成都,0.0,10,0,17,20180221
460_01_33153_121586463,81,四川,0833,乐山,0.0,7,0,23,20180221
460_01_33238_124840736,81,四川,0826,广安,0.0,8,0,15,20180221
460_01_33274_123190579,81,四川,0813,自贡,0.0,7,0,15,20180221
460_01_33141_121264672,81,四川,0818,达州,0.0,18,0,18,20180221
460_01_33146_121368863,81,四川,0818,达州,0.0256,156,4,11,20180221
460_01_33218_123936287,81,四川,0812,攀枝花,0.0,26,0,17,20180221
460_01_45746_124775969,81,四川,0826,广安,0.0,13,0,17,20180221
460_01_33239_125132832,81,四川,0835,雅安,0.0,15,0,15,20180221
460_01_33247_125218079,81,四川,0825,遂宁,0.0,38,0,22,20180221
460_01_33252_223967265,81,四川,0834,凉山彝族自治州,0.0351,57,2,15,20180221
460_01_45731_124117536,81,四川,0812,攀枝花,0.0,5,0,22,20180221
460_01_45789_125769760,81,四川,0837,阿坝藏族羌族自治州,0.0,13,0,17,20180221
460_01_33032_117472799,81,四川,028,成都,0.0,16,0,23,20180221
460_01_33052_118029827,81,四川,028,成都,0.0,5,0,21,20180221
460_01_33108_120163617,81,四川,0816,绵阳,0.0417,24,1,21,20180221
460_01_33109_120413729,81,四川,0816,绵阳,0.0625,16,1,14,20180221
460_01_33128_120847153,81,四川,0831,宜宾,0.0,34,0,15,20180221
460_01_33130_120860722,81,四川,0831,宜宾,0.0,11,0,20,20180221
460_01_33042_118243361,81,四川,028,成都,0.0,7,0,23,20180221
460_01_33045_222348065,81,四川,028,成都,0.0,15,0,22,20180221
460_01_33053_245737475,81,四川,028,成都,0.0,27,0,20,20180221
460_01_45731_124038431,81,四川,0812,攀枝花,0.0,5,0,14,20180221
460_01_33107_222930209,81,四川,0816,绵阳,0.0,7,0,22,20180221
460_01_33124_120615218,81,四川,0831,宜宾,0.0417,24,1,00,20180221
460_01_33128_120919091,81,四川,0831,宜宾,0.0,15,0,23,20180221
460_01_33146_223092768,81,四川,0818,达州,0.04,25,1,16,20180221
460_01_33186_122707969,81,四川,028,资阳,0.0,13,0,17,20180221
460_01_45746_124892192,81,四川,0826,广安,0.0,24,0,14,20180221
460_01_33090_222852383,81,四川,0817,南充,0.0154,65,1,21,20180221
460_01_33092_222745119,81,四川,0817,南充,0.0,12,0,10,20180221
460_01_33095_222841120,81,四川,0817,南充,0.0,5,0,09,20180221
460_01_33128_120950067,81,四川,0831,宜宾,0.0,12,0,21,20180221
460_01_33148_121452338,81,四川,0818,达州,0.0,12,0,21,20180221
460_01_33221_124309025,81,四川,0827,巴中,0.0,38,0,23,20180221
460_01_33232_223562785,81,四川,028,眉山,0.0,9,0,17,20180221
460_01_33234_124783393,81,四川,0826,广安,0.0,66,0,16,20180221
460_01_33026_117581088,81,四川,028,成都,0.0417,48,2,14,20180221
460_01_33049_118232097,81,四川,028,成都,0.0,10,0,13,20180221
460_01_33089_119903264,81,四川,0817,南充,0.0,28,0,13,20180221
460_01_33092_222767648,81,四川,0817,南充,0.0,29,0,18,20180221
460_01_33123_120635699,81,四川,0831,宜宾,0.0,14,0,21,20180221
460_01_33230_124601888,81,四川,028,眉山,0.0,18,0,23,20180221
460_01_33032_117461024,81,四川,028,成都,0.0,15,0,21,20180221
460_01_33095_119661857,81,四川,0817,南充,0.0,31,0,22,20180221
460_01_33134_121036594,81,四川,0831,宜宾,0.0,7,0,23,20180221
460_01_33140_121254945,81,四川,0818,达州,0.0,20,0,19,20180221
460_01_45715_123408179,81,四川,0832,内江,0.0,19,0,11,20180221
460_01_45715_123599411,81,四川,0832,内江,0.0,7,0,23,20180221
460_01_45733_124338464,81,四川,0827,巴中,0.0,7,0,23,20180221
460_01_33039_118477856,81,四川,028,成都,0.0,13,0,22,20180221
460_01_33043_119103008,81,四川,028,成都,0.0,25,0,21,20180221
460_01_45714_123357745,81,四川,0832,内江,0.0769,13,1,10,20180221
460_01_33191_122822689,81,四川,028,成都,0.0,6,0,12,20180221
460_01_33221_124238112,81,四川,0827,巴中,0.0,14,0,14,20180221
460_01_33234_124808224,81,四川,0826,广安,0.0,5,0,23,20180221
460_01_33090_119676193,81,四川,0817,南充,0.0,23,0,12,20180221
460_01_33207_123851295,81,四川,0839,广元,0.0,14,0,20,20180221
460_01_33211_123695647,81,四川,0839,广元,0.0,13,0,01,20180221
460_01_33032_117553183,81,四川,028,成都,0.0,6,0,18,20180221
460_01_33047_118551072,81,四川,028,成都,0.0769,13,1,12,20180221
460_01_33095_119828257,81,四川,0817,南充,0.0,14,0,17,20180221
460_01_33110_120499999,81,四川,0816,绵阳,0.0,10,0,23,20180221
460_01_33123_120628786,81,四川,0831,宜宾,0.0,7,0,21,20180221
460_01_33127_120690226,81,四川,0831,宜宾,0.0,51,0,14,20180221
460_01_33127_120874290,81,四川,0831,宜宾,0.0,42,0,18,20180221
460_01_33132_120788019,81,四川,0831,宜宾,0.1111,9,1,17,20180221
460_01_33140_223190560,81,四川,0818,达州,0.0,9,0,21,20180221
460_01_33165_121927217,81,四川,0830,泸州,0.0,11,0,23,20180221
460_01_33201_92765233,81,四川,0832,内江,0.25,8,1,21,20180221
460_01_45684_122127923,81,四川,0830,泸州,0.1935,31,1,15,20180221
460_01_33035_244441345,81,四川,028,成都,0.0,6,0,14,20180221
460_01_33091_119978528,81,四川,0817,南充,0.0,13,0,23,20180221
460_01_33105_120358945,81,四川,0816,绵阳,0.0,45,0,21,20180221
460_01_33140_86993491,81,四川,0818,达州,0.0,26,0,16,20180221
460_01_33150_121196831,81,四川,0818,达州,0.0,51,0,23,20180221
460_01_33165_122065969,81,四川,0830,泸州,0.0,21,0,17,20180221
460_01_33201_123510577,81,四川,0832,内江,0.0,12,0,15,20180221
460_01_33201_92740227,81,四川,0832,内江,0.0385,26,1,20,20180221
460_01_33231_124619039,81,四川,028,眉山,0.0,5,0,11,20180221
460_01_33234_88536935,81,四川,0826,广安,0.0,5,0,18,20180221
460_01_33251_223951905,81,四川,0834,凉山彝族自治州,0.0,73,0,23,20180221
460_01_33036_117629472,81,四川,028,成都,0.0,10,0,21,20180221
460_01_33037_117792258,81,四川,028,成都,0.0,5,0,16,20180221
460_01_33147_121411871,81,四川,0818,达州,0.0,36,0,10,20180221
460_01_33238_223644704,81,四川,0826,广安,0.0426,47,2,16,20180221
460_01_33249_125309216,81,四川,0825,遂宁,0.0,9,0,13,20180221
460_01_33047_118235424,81,四川,028,成都,0.0,7,0,20,20180221
460_01_33125_120653107,81,四川,0831,宜宾,0.0,11,0,19,20180221
460_01_33131_120812850,81,四川,0831,宜宾,0.0204,98,2,13,20180221
460_01_33182_122589472,81,四川,0838,德阳,0.0,10,0,18,20180221
460_01_33232_90198609,81,四川,028,眉山,0.0,13,0,03,20180221
460_01_33233_124741668,81,四川,0826,广安,0.125,8,1,12,20180221
460_01_33034_117749024,81,四川,028,成都,0.0,18,0,22,20180221
460_01_33042_245492483,81,四川,028,成都,0.0,5,0,10,20180221
460_01_33088_222749985,81,四川,0817,南充,0.0,11,0,15,20180221
460_01_33113_120177696,81,四川,0816,绵阳,0.0,15,0,16,20180221
460_01_33095_119772193,81,四川,0817,南充,0.0,6,0,22,20180221
460_01_33128_120747825,81,四川,0831,宜宾,0.0,11,0,23,20180221
460_01_33169_122175794,81,四川,0830,泸州,0.0435,23,1,15,20180221
460_01_33191_122892576,81,四川,028,成都,0.0,7,0,20,20180221
460_01_33202_123514675,81,四川,0832,内江,0.0,5,0,15,20180221
460_01_33222_124334625,81,四川,0827,巴中,0.0,20,0,20,20180221
460_01_33037_118609185,81,四川,028,成都,0.0,5,0,15,20180221
460_01_33047_118915105,81,四川,028,成都,0.0,5,0,23,20180221
460_01_33070_119056927,81,四川,028,成都,0.3158,19,3,16,20180221
460_01_33099_119933215,81,四川,0817,南充,0.0,5,0,13,20180221
460_01_33105_83965570,81,四川,0816,绵阳,0.0,7,0,23,20180221
460_01_33109_120180512,81,四川,0816,绵阳,0.0,13,0,19,20180221
460_01_33128_120747826,81,四川,0831,宜宾,0.0,16,0,22,20180221
460_01_33140_223197225,81,四川,0818,达州,0.08,50,2,18,20180221
460_01_33187_122789920,81,四川,028,资阳,0.0,54,0,16,20180221
460_01_33216_124156703,81,四川,0812,攀枝花,0.0,12,0,16,20180221
460_01_33230_124601632,81,四川,028,眉山,0.0,27,0,11,20180221
460_01_33232_124548897,81,四川,028,眉山,0.0,8,0,17,20180221
460_01_33237_124928801,81,四川,0826,广安,0.0,11,0,13,20180221
460_01_33124_120940851,81,四川,0831,宜宾,0.0,13,0,21,20180221
460_01_33209_123880481,81,四川,0839,广元,0.0,13,0,15,20180221
460_01_33125_120760625,81,四川,0831,宜宾,0.0625,16,1,13,20180221
460_01_33189_122836001,81,四川,028,资阳,0.0,15,0,19,20180221
460_01_33251_125606945,81,四川,0834,凉山彝族自治州,0.0,14,0,22,20180221
460_01_33273_123165235,81,四川,0813,自贡,0.0,13,0,16,20180221
460_01_33090_119850784,81,四川,0817,南充,0.0,5,0,13,20180221
460_01_33116_83966082,81,四川,0816,绵阳,0.0,19,0,21,20180221
460_01_33149_121190195,81,四川,0818,达州,0.0,5,0,15,20180221
460_01_33161_121757984,81,四川,0833,乐山,0.0,10,0,15,20180221
460_01_33030_117539871,81,四川,028,成都,0.0,11,0,19,20180221
460_01_33089_222836255,81,四川,0817,南充,0.0,13,0,12,20180221
460_01_33090_120006433,81,四川,0817,南充,0.1053,19,1,00,20180221
460_01_33113_120204833,81,四川,0816,绵阳,0.0,11,0,16,20180221
460_01_33128_120891186,81,四川,0831,宜宾,0.0,8,0,18,20180221
460_01_33140_223202819,81,四川,0818,达州,0.0,6,0,12,20180221
460_01_33180_122623519,81,四川,0838,德阳,0.0,5,0,19,20180221
460_01_33187_122770719,81,四川,028,资阳,0.0,38,0,21,20180221
460_01_33209_123879455,81,四川,0839,广元,0.0,21,0,18,20180221
460_01_33186_122732576,81,四川,028,资阳,0.0,17,0,10,20180221
460_01_33192_122690081,81,四川,028,成都,0.0,21,0,23,20180221
460_01_33220_124289569,81,四川,0827,巴中,0.0,21,0,20,20180221
460_01_33276_123297331,81,四川,0813,自贡,0.0,24,0,19,20180221
460_01_33090_222785313,81,四川,0817,南充,0.0,26,0,13,20180221
460_01_45746_124779553,81,四川,0826,广安,0.0,8,0,11,20180221
460_01_45757_125321760,81,四川,0825,遂宁,0.0,16,0,13,20180221
460_01_33031_244335108,81,四川,028,成都,0.0,10,0,13,20180221
460_01_33045_117826847,81,四川,028,成都,0.0385,26,1,22,20180221
460_01_33116_83923329,81,四川,0816,绵阳,0.0,15,0,23,20180221
460_01_33158_121709088,81,四川,0833,乐山,0.0,13,0,17,20180221
460_01_33220_124256543,81,四川,0827,巴中,0.0278,36,1,19,20180221
460_01_33252_125492256,81,四川,0834,凉山彝族自治州,0.0119,168,2,10,20180221
460_01_33147_121403937,81,四川,0818,达州,0.01,100,1,18,20180221
460_01_33216_124154658,81,四川,0812,攀枝花,0.0,16,0,21,20180221
460_01_33221_124294434,81,四川,0827,巴中,0.0079,126,1,16,20180221
460_01_33232_124464161,81,四川,028,眉山,0.0,5,0,20,20180221
460_01_33245_223857441,81,四川,0825,遂宁,0.0588,17,1,10,20180221
460_01_45717_123341363,81,四川,0832,内江,0.0625,16,1,17,20180221
460_01_45731_124094241,81,四川,0812,攀枝花,0.0,19,0,13,20180221
460_01_33236_124838433,81,四川,0826,广安,0.0909,33,2,12,20180221
460_01_45746_124775971,81,四川,0826,广安,0.0,10,0,22,20180221
460_01_45802_125743905,81,四川,0837,阿坝藏族羌族自治州,0.0,9,0,19,20180221
460_01_33124_120678705,81,四川,0831,宜宾,0.0,9,0,21,20180221
460_01_33140_121253409,81,四川,0818,达州,0.0256,78,2,11,20180221
460_01_33140_121258271,81,四川,0818,达州,0.0857,140,3,12,20180221
460_01_33150_86974978,81,四川,0818,达州,0.0,36,0,16,20180221
460_01_33191_223348769,81,四川,028,成都,0.0,24,0,23,20180221
460_01_33221_124412448,81,四川,0827,巴中,0.0303,66,1,19,20180221
460_01_33247_89118753,81,四川,0825,遂宁,0.2,5,1,18,20180221
460_01_33250_125430047,81,四川,0834,凉山彝族自治州,0.0,11,0,23,20180221
460_01_33090_119674913,81,四川,0817,南充,0.0,17,0,06,20180221
460_01_33092_222727201,81,四川,0817,南充,0.0,5,0,17,20180221
460_01_33191_122840865,81,四川,028,成都,0.0,27,0,16,20180221
460_01_33200_123375154,81,四川,0832,内江,0.0,6,0,23,20180221
460_01_33222_124396575,81,四川,0827,巴中,0.0,32,0,19,20180221
460_01_33234_223680032,81,四川,0826,广安,0.0,43,0,18,20180221
460_01_33245_125191967,81,四川,0825,遂宁,0.0,7,0,18,20180221
460_01_33247_125332515,81,四川,0825,遂宁,0.05,20,1,16,20180221
460_01_33128_120962867,81,四川,0831,宜宾,0.0,8,0,14,20180221
460_01_33208_123787552,81,四川,0839,广元,0.0,14,0,01,20180221
460_01_45746_124824351,81,四川,0826,广安,0.0162,185,3,21,20180221
460_01_45715_123594803,81,四川,0832,内江,0.0,7,0,21,20180221
460_01_33099_119917600,81,四川,0817,南充,0.0,15,0,23,20180221
460_01_33127_121066549,81,四川,0831,宜宾,0.0,5,0,00,20180221
460_01_33208_123811872,81,四川,0839,广元,0.0,12,0,20,20180221
460_01_33031_117578016,81,四川,028,成都,0.0667,15,1,16,20180221
460_01_33044_118087426,81,四川,028,成都,0.0,6,0,21,20180221
460_01_33045_118284576,81,四川,028,成都,0.0,11,0,22,20180221
460_01_33089_222838047,81,四川,0817,南充,0.0,39,0,16,20180221
460_01_33090_119692831,81,四川,0817,南充,0.0116,86,1,15,20180221
460_01_33153_121588768,81,四川,0833,乐山,0.0,12,0,11,20180221
460_01_33190_122908192,81,四川,028,资阳,0.1667,6,1,13,20180221
460_01_33216_123940385,81,四川,0812,攀枝花,0.0,6,0,22,20180221
460_01_33246_89126433,81,四川,0825,遂宁,0.0,9,0,18,20180221
460_01_33276_123295538,81,四川,0813,自贡,0.0,18,0,12,20180221
460_01_33038_117954847,81,四川,028,成都,0.0,16,0,10,20180221
460_01_33140_121217842,81,四川,0818,达州,0.0519,77,4,12,20180221
460_01_33169_121972787,81,四川,0830,泸州,0.0,24,0,21,20180221
460_01_33222_124262943,81,四川,0827,巴中,0.0,16,0,03,20180221
460_01_33274_123128626,81,四川,0813,自贡,0.0625,16,1,21,20180221
460_01_33251_223984927,81,四川,0834,凉山彝族自治州,0.0,8,0,20,20180221
460_01_33034_244577025,81,四川,028,成都,0.0417,24,1,23,20180221
460_01_33166_122142515,81,四川,0830,泸州,0.0,6,0,17,20180221
460_01_33202_123458355,81,四川,0832,内江,0.0,56,0,15,20180221
460_01_33238_223632162,81,四川,0826,广安,0.0,18,0,10,20180221
460_01_33104_120219169,81,四川,0816,绵阳,0.0,6,0,21,20180221
460_01_33192_246324305,81,四川,028,成都,0.25,8,2,15,20180221
460_01_33234_124794912,81,四川,0826,广安,0.0,26,0,21,20180221
460_01_33238_223627297,81,四川,0826,广安,0.0,8,0,12,20180221
460_01_33242_125075232,81,四川,0835,雅安,0.2,5,1,09,20180221
460_01_33030_117513248,81,四川,028,成都,0.0,5,0,23,20180221
460_01_33042_117762561,81,四川,028,成都,0.0,14,0,23,20180221
460_01_33128_120802866,81,四川,0831,宜宾,0.0,136,0,20,20180221
460_01_33176_122358307,81,四川,0838,德阳,0.0,6,0,16,20180221
460_01_33211_123735072,81,四川,0839,广元,0.0345,58,1,13,20180221
460_01_33216_123995167,81,四川,0812,攀枝花,0.0,7,0,23,20180221
460_01_33037_118437664,81,四川,028,成都,0.0,16,0,21,20180221
460_01_33150_121209120,81,四川,0818,达州,0.0526,19,1,13,20180221
460_01_33247_223877919,81,四川,0825,遂宁,0.0,11,0,09,20180221
460_01_33090_119687717,81,四川,0817,南充,0.0,65,0,20,20180221
460_01_33126_120676402,81,四川,0831,宜宾,0.0,24,0,21,20180221
460_01_33186_242180197,81,四川,028,资阳,0.0,32,0,21,20180221
460_01_45789_125769761,81,四川,0837,阿坝藏族羌族自治州,0.0,20,0,09,20180221
460_01_45683_122277682,81,四川,0830,泸州,0.0,29,0,12,20180221
460_01_33030_117547296,81,四川,028,成都,0.0,36,0,16,20180221
460_01_33088_119596833,81,四川,0817,南充,0.0769,13,1,12,20180221
460_01_33125_120689971,81,四川,0831,宜宾,0.0,30,0,08,20180221
460_01_33232_223562528,81,四川,028,眉山,0.0,21,0,19,20180221
460_01_33239_125115424,81,四川,0835,雅安,0.0,11,0,11,20180221
460_01_45757_89108767,81,四川,0825,遂宁,0.0,32,0,18,20180221
460_01_33065_118546976,81,四川,028,成都,0.0,14,0,23,20180221
460_01_33146_121379104,81,四川,0818,达州,0.0,7,0,13,20180221
460_01_33146_121451825,81,四川,0818,达州,0.04,25,1,21,20180221
460_01_33239_125163808,81,四川,0835,雅安,0.0,19,0,13,20180221
460_01_33246_125233439,81,四川,0825,遂宁,0.0526,19,1,23,20180221
460_01_33090_119737121,81,四川,0817,南充,0.0,20,0,21,20180221
460_01_33099_120010784,81,四川,0817,南充,0.0,27,0,10,20180221
460_01_33146_223094560,81,四川,0818,达州,0.0588,153,5,19,20180221
460_01_33150_121361440,81,四川,0818,达州,0.0444,135,3,12,20180221
460_01_33166_122057266,81,四川,0830,泸州,0.0,147,0,15,20180221
460_01_33176_122432770,81,四川,0838,德阳,0.125,16,1,16,20180221
460_01_33238_124854307,81,四川,0826,广安,0.0357,28,1,15,20180221
460_01_33274_123185970,81,四川,0813,自贡,0.0,5,0,20,20180221
460_01_33046_118245121,81,四川,028,成都,0.0,15,0,10,20180221
460_01_33035_117551904,81,四川,028,成都,0.0435,23,1,00,20180221
460_01_33039_118066207,81,四川,028,成都,0.0,7,0,20,20180221
460_01_33089_119952673,81,四川,0817,南充,0.0,65,0,22,20180221
460_01_33130_120851250,81,四川,0831,宜宾,0.0,29,0,13,20180221
460_01_33045_117909025,81,四川,028,成都,0.0,19,0,16,20180221
460_01_33149_121156146,81,四川,0818,达州,0.0,23,0,17,20180221
460_01_33150_121196832,81,四川,0818,达州,0.0166,181,3,13,20180221
460_01_33209_123770911,81,四川,0839,广元,0.0,22,0,16,20180221
460_01_33042_118012193,81,四川,028,成都,0.0,32,0,13,20180221
460_01_33050_222422559,81,四川,028,成都,0.0,5,0,11,20180221
460_01_33090_119649055,81,四川,0817,南充,0.0,24,0,23,20180221
460_01_33092_222739489,81,四川,0817,南充,0.0,16,0,09,20180221
460_01_33129_120790067,81,四川,0831,宜宾,0.0,22,0,18,20180221
460_01_33165_122279731,81,四川,0830,泸州,0.0,8,0,16,20180221
460_01_33165_122289457,81,四川,0830,泸州,0.0,11,0,23,20180221
460_01_33182_122677535,81,四川,0838,德阳,0.0,7,0,23,20180221
460_01_33213_123726624,81,四川,0839,广元,0.0,9,0,21,20180221
460_01_33216_123929633,81,四川,0812,攀枝花,0.0,16,0,22,20180221
460_01_33236_124912161,81,四川,0826,广安,0.0,5,0,13,20180221
460_01_33247_223826720,81,四川,0825,遂宁,0.0,11,0,22,20180221
460_01_33252_125575968,81,四川,0834,凉山彝族自治州,0.125,8,1,19,20180221
460_01_33046_118231810,81,四川,028,成都,0.0,230,0,09,20180221
460_01_33047_118058273,81,四川,028,成都,0.0,17,0,21,20180221
460_01_33091_119985439,81,四川,0817,南充,0.0,95,0,18,20180221
460_01_33092_119643935,81,四川,0817,南充,0.0,26,0,16,20180221
460_01_33126_120681523,81,四川,0831,宜宾,0.0,18,0,14,20180221
460_01_33250_125428769,81,四川,0834,凉山彝族自治州,0.0,33,0,19,20180221
460_01_33036_117636385,81,四川,028,成都,0.0,11,0,20,20180221
460_01_33040_117862945,81,四川,028,成都,0.0,36,0,11,20180221
460_01_33045_117909281,81,四川,028,成都,0.0,5,0,17,20180221
460_01_33095_119835167,81,四川,0817,南充,0.0,6,0,17,20180221
460_01_33177_223268867,81,四川,0838,德阳,0.1333,15,2,11,20180221
460_01_33187_122686240,81,四川,028,资阳,0.0,38,0,00,20180221
460_01_33233_88538470,81,四川,0826,广安,0.0541,37,1,21,20180221
460_01_33246_125191199,81,四川,0825,遂宁,0.0,77,0,15,20180221
460_01_33248_125258273,81,四川,0825,遂宁,0.0,30,0,12,20180221
460_01_33037_118656544,81,四川,028,成都,0.0,7,0,22,20180221
460_01_45731_124105249,81,四川,0812,攀枝花,0.0,9,0,23,20180221
460_01_33151_121520671,81,四川,0833,乐山,0.0,6,0,21,20180221
460_01_33182_122293279,81,四川,0838,德阳,0.0,9,0,17,20180221
460_01_33208_123699492,81,四川,0839,广元,0.0,5,0,13,20180221
460_01_33208_123815711,81,四川,0839,广元,0.0,19,0,18,20180221
460_01_33277_123051571,81,四川,0813,自贡,0.0,28,0,20,20180221
460_01_33049_118232096,81,四川,028,成都,0.1,10,1,16,20180221
460_01_33109_83923843,81,四川,0816,绵阳,0.0,9,0,21,20180221
460_01_33180_122671904,81,四川,0838,德阳,0.0,5,0,16,20180221
460_01_33192_246323793,81,四川,028,成都,0.0,34,0,21,20180221
460_01_33208_123818783,81,四川,0839,广元,0.0244,41,1,20,20180221
460_01_33040_118000159,81,四川,028,成都,0.0,12,0,23,20180221
460_01_33089_119979551,81,四川,0817,南充,0.0,20,0,14,20180221
460_01_33090_119670304,81,四川,0817,南充,0.0,5,0,22,20180221
460_01_33151_121736225,81,四川,0833,乐山,0.0,5,0,21,20180221
460_01_33187_122745120,81,四川,028,资阳,0.0,10,0,11,20180221
460_01_33191_122941984,81,四川,028,成都,0.0,8,0,15,20180221
460_01_33200_123397937,81,四川,0832,内江,0.0,11,0,23,20180221
460_01_33208_123811874,81,四川,0839,广元,0.0,10,0,23,20180221
460_01_33220_124319521,81,四川,0827,巴中,0.0303,33,1,16,20180221
460_01_33246_223922209,81,四川,0825,遂宁,0.0,24,0,20,20180221
460_01_33250_125457697,81,四川,0834,凉山彝族自治州,0.0,5,0,17,20180221
460_01_33061_117847585,81,四川,028,成都,0.2,5,1,16,20180221
460_01_33211_123671327,81,四川,0839,广元,0.0,22,0,16,20180221
460_01_33234_88538727,81,四川,0826,广安,0.0,10,0,10,20180221
460_01_33250_125445920,81,四川,0834,凉山彝族自治州,0.0,18,0,22,20180221
460_01_33252_223961887,81,四川,0834,凉山彝族自治州,0.0,34,0,02,20180221
460_01_33031_222335011,81,四川,028,成都,0.0,13,0,15,20180221
460_01_33104_83917698,81,四川,0816,绵阳,0.0385,26,1,22,20180221
460_01_33110_222935071,81,四川,0816,绵阳,0.0,5,0,22,20180221
460_01_33176_122431264,81,四川,0838,德阳,0.0,8,0,23,20180221
460_01_33128_121014579,81,四川,0831,宜宾,0.0132,76,1,16,20180221
460_01_33148_121270559,81,四川,0818,达州,0.0149,134,1,18,20180221
460_01_33190_122830625,81,四川,028,资阳,0.0,37,0,10,20180221
460_01_33251_224046624,81,四川,0834,凉山彝族自治州,0.0667,15,1,19,20180221
460_01_33090_119668255,81,四川,0817,南充,0.0,24,0,23,20180221
460_01_33128_120847155,81,四川,0831,宜宾,0.0,9,0,23,20180221
460_01_33132_120894513,81,四川,0831,宜宾,0.0,5,0,20,20180221
460_01_33159_121601825,81,四川,0833,乐山,0.0,25,0,10,20180221
460_01_33220_124201251,81,四川,0827,巴中,0.0,14,0,20,20180221
460_01_33238_124840735,81,四川,0826,广安,0.0,13,0,21,20180221
460_01_45731_124036128,81,四川,0812,攀枝花,0.037,27,1,16,20180221
460_01_33047_117997089,81,四川,028,成都,0.0,11,0,23,20180221
460_01_33123_120630322,81,四川,0831,宜宾,0.0,7,0,19,20180221
